"email_address"	"active_send"	"active_receive"
"NBKFXITAXK@FGMSH.com"	0	1
"WXQDWFNOLJF@WYRXFQ.com"	1	1
"PIUWUWYWGSWL@VXZUBK.com"	1	0
"PZHYVXFMLRRR@DKVYLKH.com"	1	0
"DKTIPSUSUL@PGZBUJJP.com"	0	0
"YXYF.YXYF@gmail.com"	0	0
"NUAWEXRHYGPV@YJHRE.com"	1	0
"EZVLVSOOSBFB@EGPRB.com"	0	0
"EEWJEHMVHPK@WVURMWQN.com"	1	1
"HRCMJCMJWLSR@YXZLCKNL.com"	0	0
"WXAAYUFOYVAV@YAVFHBST.com"	0	0
"IYDEBMIUCZ@TZCEL.com"	0	1
"ESGPZSKLNB@KOQJSNY.com"	1	1
"MXEELCQUHMAY@NCKFNOX.com"	1	1
"YAGHKOLSWZ@LHIFYJT.com"	1	0
"PXTVCOWTLMP@HVCKNF.com"	1	0
"MIHMHBEYXE@VGIIQMZ.com"	1	0
"FLJGMDQQVM@RMWLFZZY.com"	1	1
"QEVBJUEXNPJG@KXAXFU.com"	1	0
"ALYSYRPBROFO@CEBMNAD.com"	1	1
"IDARHYJZLR@AOBMOHW.com"	1	0
"PQVEJBYDIJNR@SWVQVKD.com"	0	0
"DIFBCXEQXTZ@AMUROE.com"	1	1
"VCVNJ3@QTOYlandscapearchitect.com"	0	0
"VRDUYNATRNN@NQNVT.com"	1	1
"NETCXKYWTBSY@XNARUUA.com"	1	1
"BBBLJQFRNA@CLPRD.com"	0	0
"LVMJEAFLVQVX@QFHGBV.com"	1	0
"OSAOPBLKCRJU@SRKJUCAT.com"	1	1
"UZHLZRRZAV@DKMCJLRV.com"	1	0
"PEKZQYGHWK@PVSGJUI.com"	1	1
"KIIQOXUSODVV@FVRXJ.com"	1	1
"OETDFRMBUHHG@QPABDWFM.com"	0	1
"PKUEZYLNFMWX@TTOMS.com"	1	1
"NZTUCFXCPMO@HEUILRPP.com"	0	0
"WOZHNHHMGO@GHZJW.com"	1	0
"OCCAQHZVJGR@UWQXBGZU.com"	1	1
"MSEWVCOUMV@VWPMQ.com"	0	1
"WEPPGOYVJS@OIOIN.com"	1	1
"gardeningOJHRS@yahoo.com"	0	1
"FLCGYYQSGJUA@LFOTY.com"	0	1
"YAKDNSOALL@LTXLIV.com"	1	1
"FSZHAYWQEZC@DNRRAOZ.com"	1	1
"LBPULFIGNFBG@YQGPUD.com"	1	0
"AEYYQAWEWT@HSXPQ.com"	1	0
"YPBCTNLGWBVN@MAFOZSQC.com"	0	0
"ENTCIPPDPL@CPBGWOM.com"	1	0
"RHJYWYKXRUV@HLXZJ.com"	1	0
"FCXQUTQDDJC@OLECU.com"	1	1
"MPSFLWLWKUKH@RHWGN.com"	1	0
"CZRYGBORXN@UAEFBDBN.com"	1	1
"OPQLMIWRTRBL@ENZGNOTD.com"	1	1
"QKFXHWLNWJXE@YUFCAL.com"	1	0
"UOOZLZZBAVO@XGCZZJ.com"	1	0
"WAVMBMSPMM@WQRNFOU.com"	1	0
"ULHWQARSIXYU@TUGLRL.com"	1	1
"UZSYJAIVGUBJ@FVYDJEV.com"	1	1
"QCTMURDGMDR@GDXHDIB.com"	1	1
"XGGGVPMOKD@ZKOIAF.com"	1	0
"FCZBRHMZQMF@PPRZDRI.com"	1	1
"FDVEEYSISBM@BWBKSXNT.com"	1	0
"JEEBGUPIDKQF@JVFNQW.com"	0	0
"YJWPPVRHOO@JHTQRZS.com"	1	0
"CJHBOVZISH@JRUAZVWT.com"	1	1
"LWUOADKNIIP@NAZRES.com"	1	1
"IISYKKZDEJNE@JFFVZ.com"	1	1
"IUUIWZAZKS@FXNATG.com"	0	0
"IABAGJZOHQ@JZJGL.com"	1	1
"IQMWWAQYJTJ@VWLCP.com"	0	1
"ZVJ878@gmail.com"	1	0
"PODDVYBENS@UBJUOLMJ.com"	1	1
"SSJYAEBGEGTZ@ZVIDQ.com"	1	0
"YNQKFLEILKR@BOGAGGQK.com"	1	0
"YKANCLFATGX@RRBOMJPX.com"	1	0
"KIDNAGRJNKL@JOYJXFZW.com"	1	0
"LHEWDHIJZN@OXNEO.com"	1	0
"JHLMNRKVDAWM@NSVMYWC.com"	1	0
"FFQDTMJICBI@QCBQHIZV.com"	1	1
"TZEVACHMDTS@WSYFF.com"	1	1
"LPDTJATZBRT@CMNCNHH.com"	1	1
"EVQTJDIOLCZ@ZXERTA.com"	1	1
"FFZPCMLBJRA@LTCDN.com"	1	0
"KDPDUKIBADRW@FBRRJL.com"	0	1
"WXXMQXDBKM@RMDNW.com"	1	1
"CKE.CKE@hgGOGP.biz"	0	0
"XEOGXKYSBQK@YZYGR.com"	1	0
"designerLYARRB@yahoo.com"	0	1
"PSZDPHTHFET@XVKHQ.com"	1	1
"NOZMCKDCTS@DDELQ.com"	0	0
"KTWYKNPNHZJO@FHJRG.com"	0	0
"JFSCJYGYTFGP@LVNCO.com"	1	1
"LKTEQRZRGW@BKVWYYSE.com"	0	0
"RDUJTWIFVYJN@PABJKQMC.com"	1	0
"MEIUZVJYNABB@EUVBH.com"	1	1
"MBS.MBS@yahoo.com"	0	0
"VAAPSYQWZZ@ERIEY.com"	1	0
"VGUCMDQOSX@ZDWRDYS.com"	1	0
"EGUMXRUIERGK@PYQGSA.com"	1	1
"BALXRVBRBFIV@OQFXTS.com"	1	0
"UUEXMWBFHMSZ@APYNUAP.com"	1	0
"NAKPXGNZBK@OFQFTUAX.com"	1	0
"CSKFFNETAWXJ@KLBSHP.com"	1	0
"SNRGZVUMFO@YEOEU.com"	0	1
"EIZMLZKVSAZC@DFBBYZCD.com"	1	1
"NTKYGGZIHUWA@XEOKAK.com"	1	0
"UXKPTMEQDEG@UFDZPCP.com"	1	1
